,Disorder,Disease,Breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
859,Inherited eye disorders,Persistent pupillary membranes (PPM),nova scotia duck tolling retriever,"The little gundog with the big name is the smallest AKC retriever, standing ideally 18 or 19 inches at the shoulder. The Toller’s trademark is a coat of stunning crimson, ranging from golden red to a dark coppery color, with white markings. Strong and agile, Tollers are medium dogs: medium in size, bone, and coat length. The almond-shaped eyes project an alert expression.Tollers are upbeat athletes who require outlets for their boundless vigor: hunting, hiking, camping, and, of course, swimming (for which they are ideally suited, down to their webbed feet). Tollers are smart, handsome, affectionate companions, but these red tornadoes can be recommended only to those with enough time and energy to keep them usefully occupied. The smallest of the AKC’s retrievers, the Nova Scotia Duck Tolling Retriever is intelligent, affectionate, and eager to please. Play fetch with a tireless Toller until your right arm falls off, and he will ask you to throw left-handed.","Affectionate, Intelligent, Outgoing",83,43.18,53.34,15.875732950000002,22.6796185,12.0,14.0,Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,0.8,Easy Training,0.8,Friendly
860,Inherited eye disorders,Corneal dystrophy,nova scotia duck tolling retriever,"The little gundog with the big name is the smallest AKC retriever, standing ideally 18 or 19 inches at the shoulder. The Toller’s trademark is a coat of stunning crimson, ranging from golden red to a dark coppery color, with white markings. Strong and agile, Tollers are medium dogs: medium in size, bone, and coat length. The almond-shaped eyes project an alert expression.Tollers are upbeat athletes who require outlets for their boundless vigor: hunting, hiking, camping, and, of course, swimming (for which they are ideally suited, down to their webbed feet). Tollers are smart, handsome, affectionate companions, but these red tornadoes can be recommended only to those with enough time and energy to keep them usefully occupied. The smallest of the AKC’s retrievers, the Nova Scotia Duck Tolling Retriever is intelligent, affectionate, and eager to please. Play fetch with a tireless Toller until your right arm falls off, and he will ask you to throw left-handed.","Affectionate, Intelligent, Outgoing",83,43.18,53.34,15.875732950000002,22.6796185,12.0,14.0,Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,0.8,Easy Training,0.8,Friendly
861,Inherited eye disorders,Progressive retinal atrophy,nova scotia duck tolling retriever,"The little gundog with the big name is the smallest AKC retriever, standing ideally 18 or 19 inches at the shoulder. The Toller’s trademark is a coat of stunning crimson, ranging from golden red to a dark coppery color, with white markings. Strong and agile, Tollers are medium dogs: medium in size, bone, and coat length. The almond-shaped eyes project an alert expression.Tollers are upbeat athletes who require outlets for their boundless vigor: hunting, hiking, camping, and, of course, swimming (for which they are ideally suited, down to their webbed feet). Tollers are smart, handsome, affectionate companions, but these red tornadoes can be recommended only to those with enough time and energy to keep them usefully occupied. The smallest of the AKC’s retrievers, the Nova Scotia Duck Tolling Retriever is intelligent, affectionate, and eager to please. Play fetch with a tireless Toller until your right arm falls off, and he will ask you to throw left-handed.","Affectionate, Intelligent, Outgoing",83,43.18,53.34,15.875732950000002,22.6796185,12.0,14.0,Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,0.8,Easy Training,0.8,Friendly
862,Inherited musculoskeletal disorders,Hip dysplasia,nova scotia duck tolling retriever,"The little gundog with the big name is the smallest AKC retriever, standing ideally 18 or 19 inches at the shoulder. The Toller’s trademark is a coat of stunning crimson, ranging from golden red to a dark coppery color, with white markings. Strong and agile, Tollers are medium dogs: medium in size, bone, and coat length. The almond-shaped eyes project an alert expression.Tollers are upbeat athletes who require outlets for their boundless vigor: hunting, hiking, camping, and, of course, swimming (for which they are ideally suited, down to their webbed feet). Tollers are smart, handsome, affectionate companions, but these red tornadoes can be recommended only to those with enough time and energy to keep them usefully occupied. The smallest of the AKC’s retrievers, the Nova Scotia Duck Tolling Retriever is intelligent, affectionate, and eager to please. Play fetch with a tireless Toller until your right arm falls off, and he will ask you to throw left-handed.","Affectionate, Intelligent, Outgoing",83,43.18,53.34,15.875732950000002,22.6796185,12.0,14.0,Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,0.8,Easy Training,0.8,Friendly
863,Inherited blood disorders,Hemophilia,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
864,Inherited blood disorders,Immune-mediated hemolytic anemia (IMHA),old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
865,Inherited blood disorders,Immune-mediated thrombocytopenia,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
866,Inherited cardiovascular disorders,Atrial septal defect (ASD),old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
867,Inherited cardiovascular disorders,Dilated cardiomyopathy,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
868,Inherited cardiovascular disorders,Tricuspid valve dysplasia,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
869,Inherited disorders of the urinary and reproductive systems,"Cryptorchidism, retained testicle",old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
870,Inherited endocrine disorders,Diabetes mellitus,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
871,Inherited eye disorders,Cataracts,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
872,Inherited eye disorders,Entropion,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
873,Inherited eye disorders,Microphthalmia; ocular dysgenesis,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
874,Inherited eye disorders,Retinal dysplasia,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
875,Inherited eye disorders,Progressive retinal atrophy,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
876,Inherited immune disorders,Immune-mediated thrombocytopenia,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
877,Inherited musculoskeletal disorders,Cervical vertebral instability (Wobbler syndrome),old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
878,Inherited musculoskeletal disorders,Hip dysplasia,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
879,Inherited nervous system disorders,Cerebellar abiotrophy(ataxia),old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
880,Inherited nervous system disorders,Deafness,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
881,Inherited nervous system disorders,Cervical vertebral instability (Wobbler syndrome),old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
882,Inherited skin disorders,Demodicosis/ Demodectic mange,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
883,Inherited skin disorders,sebaceous adenitis,old english sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
884,Inherited blood disorders,"Platelet dysfunction (thrombocytopathia, Basset hound thrombopathia)",otterhound,"These big, bouncy hounds were ideally suited for otter hunting. OHs are built to be expert swimmers, from the top of their rough, waterproof coat to the bottom of their big webbed feet. A broad chest and powerful shoulders allow them to swim all day without tiring. Their large black nose is amazingly sensitive and could follow an otter’s underwater scent trail over great distances. And the OH’s size and strength enabled them to take on a sharp-toothed, razor-clawed otter that might weigh 20 pounds. Big, boisterous, and affectionate, the Otterhound was bred in medieval England for the now-outlawed activity of otter hunting. This scarce breed is known for his dense shaggy coat, webbed feet, acute sense of smell, and affinity for swimming.","Even-Tempered, Amiable, Boisterous",182,60.96,68.58,36.2873896,52.16312255,10.0,13.0,Hound Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
885,Inherited gastrointestinal disorders,Gastric dilatation-volvulus,otterhound,"These big, bouncy hounds were ideally suited for otter hunting. OHs are built to be expert swimmers, from the top of their rough, waterproof coat to the bottom of their big webbed feet. A broad chest and powerful shoulders allow them to swim all day without tiring. Their large black nose is amazingly sensitive and could follow an otter’s underwater scent trail over great distances. And the OH’s size and strength enabled them to take on a sharp-toothed, razor-clawed otter that might weigh 20 pounds. Big, boisterous, and affectionate, the Otterhound was bred in medieval England for the now-outlawed activity of otter hunting. This scarce breed is known for his dense shaggy coat, webbed feet, acute sense of smell, and affinity for swimming.","Even-Tempered, Amiable, Boisterous",182,60.96,68.58,36.2873896,52.16312255,10.0,13.0,Hound Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
886,Inherited musculoskeletal disorders,Hip dysplasia,otterhound,"These big, bouncy hounds were ideally suited for otter hunting. OHs are built to be expert swimmers, from the top of their rough, waterproof coat to the bottom of their big webbed feet. A broad chest and powerful shoulders allow them to swim all day without tiring. Their large black nose is amazingly sensitive and could follow an otter’s underwater scent trail over great distances. And the OH’s size and strength enabled them to take on a sharp-toothed, razor-clawed otter that might weigh 20 pounds. Big, boisterous, and affectionate, the Otterhound was bred in medieval England for the now-outlawed activity of otter hunting. This scarce breed is known for his dense shaggy coat, webbed feet, acute sense of smell, and affinity for swimming.","Even-Tempered, Amiable, Boisterous",182,60.96,68.58,36.2873896,52.16312255,10.0,13.0,Hound Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
